ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,metadata,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count
False,2019-01-10 06:30:16.606786,,https://www.ledger-enquirer.com/news/nation-world/article224217865.html,en,82483,ledger-enquirer.com,http://www.ledger-enquirer.com/#spider,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1461717461,2019-01-10 05:51:02,1142390387,[],"Parts of Austria, southern Germany sink deeper into snow",https://www.ledger-enquirer.com/news/nation-world/article224217865.html#storylink=rss,
True,2019-01-10 05:30:49.950794,,https://www.usnews.com/news/world/articles/2019-01-10/parts-of-austria-southern-germany-sink-deeper-into-snow,en,1100,US News & World Report ,http://www.usnews.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1461751398,2019-01-10 03:49:19,1142246399,[],"Parts of Austria, Southern Germany Sink Deeper Into Snow",https://www.usnews.com/news/world/articles/2019-01-10/parts-of-austria-southern-germany-sink-deeper-into-snow,
False,2019-01-10 11:15:06.425692,,https://www.newsweek.com/snow-europe-austria-germany-avalanches-weather-1286766,en,1098,Newsweek ,http://www.newsweek.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1461867047,2019-01-10 10:25:00,1143162677,[],Weather Red Alert: Avalanches and Deep Snow Across Europe (Photos),https://www.newsweek.com/snow-europe-austria-germany-avalanches-weather-1286766?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,
False,2019-01-10 19:01:55.015086,,article13524871,en,14,SF Chronicle,http://www.sfgate.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1462146876,2019-01-10 18:09:37,1144591853,[],"News of the day from around the globe, Jan. 10",https://www.sfgate.com/world/article/News-of-the-day-from-around-the-globe-Jan-10-13524871.php,
False,2019-01-13 11:49:46.659861,,5c3b609664aaf93f10ef1a4e,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1463888572,2019-01-13 11:24:00,1153349275,[],Are Zodiacs The Future Of Luxury Cruising?,https://www.forbes.com/sites/joemicallef/2019/01/13/are-zodiacs-the-future-of-luxury-cruising/,
False,2019-01-14 20:10:31.804347,,https://www.reuters.com/article/us-norway-eu-snowcrab/norway-supreme-court-to-hear-snow-crab-case-with-implication-for-oil-idUSKCN1P9003?feedType=RSS&feedName=environmentNews,en,4442,Reuters,http://www.reuters.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1464897299,2019-01-14 19:04:02,1158132971,[],Norway Supreme Court to hear snow crab case with implication for oil,http://feeds.reuters.com/~r/reuters/environment/~3/i3LhtwopUAk/norway-supreme-court-to-hear-snow-crab-case-with-implication-for-oil-idUSKCN1P9003,
False,2019-01-15 04:46:14.453767,,https://www.reuters.com/article/norway-eu-snowcrab/update-1-norway-supreme-court-hears-snow-crab-case-with-implication-for-oil-idUSL8N1ZF1XQ?feedType=RSS&feedName=companyNews,en,4442,Reuters,http://www.reuters.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1465159051,2019-01-15 04:10:25,1159598540,[],UPDATE 1-Norway Supreme Court hears snow crab case with implication for oil,http://feeds.reuters.com/~r/reuters/companyNews/~3/dZy_Wae7v0Y/update-1-norway-supreme-court-hears-snow-crab-case-with-implication-for-oil-idUSL8N1ZF1XQ,
False,2019-01-22 04:58:52.635833,,https://www.theguardian.com/artanddesign/2019/jan/22/its-something-very-precious-painting-oceans-to-showcase-climate-change,en,1751,Guardian US,https://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1470257241,2019-01-22 04:00:13,1172033492,[],'It's something very precious': painting oceans to showcase climate change,https://www.theguardian.com/artanddesign/2019/jan/22/its-something-very-precious-painting-oceans-to-showcase-climate-change,
False,2019-01-22 05:04:37.376264,,https://www.theguardian.com/artanddesign/2019/jan/22/its-something-very-precious-painting-oceans-to-showcase-climate-change,en,623382,Guardian,http://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1470320602,2019-01-22 04:00:13,1172046015,[],'It's something very precious': painting oceans to showcase climate change,https://www.theguardian.com/artanddesign/2019/jan/22/its-something-very-precious-painting-oceans-to-showcase-climate-change,
False,2019-01-28 08:53:03.602228,,https://www.theguardian.com/society/2019/jan/28/genes-linked-to-antibiotic-resistant-superbugs-found-in-arctic,en,623382,Guardian,http://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1475490029,2019-01-28 01:01:54,1177170044,[],Genes linked to antibiotic-resistant superbugs found in Arctic,https://www.theguardian.com/society/2019/jan/28/genes-linked-to-antibiotic-resistant-superbugs-found-in-arctic,
False,2019-01-29 10:16:33.392507,,https://www.cnn.com/2019/01/28/health/arctic-superbug-gene-intl/index.html,en,1095,CNN,http://www.cnn.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1476373281,2019-01-28 10:10:12,1178251960,[],Study: Superbug genes from India found in Arctic,http://rss.cnn.com/~r/rss/cnn_health/~3/W1WWz0L9VZ0/index.html,
False,2019-01-29 11:41:26.254943,,"tag:theconversation.com,2011:article/110636",en,54346,Conversation,https://theconversation.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1476442538,2019-01-29 10:38:50,1178304605,[],Antibiotic resistant 'superbug' genes found in the High Arctic,http://theconversation.com/antibiotic-resistant-superbug-genes-found-in-the-high-arctic-110636,
False,2019-01-29 16:38:02.357788,,https://www.elnuevodia.com/ciencia/ciencia/nota/queeselpermafrostyporqueestanimportanteparalahumanidad-2473685/,es,62552,El Nuevo Dia,http://elnuevodia.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1476687371,2019-01-29 15:33:00,1178537469,[],¿Qué es el permafrost y por qué es tan importante para la humanidad?,https://www.elnuevodia.com/ciencia/ciencia/nota/queeselpermafrostyporqueestanimportanteparalahumanidad-2473685/,
True,2019-01-30 07:53:50.014846,,5c517fed64aaf93f2fe42878,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1477291673,2019-01-30 07:03:00,1179073652,[],The Decline Of Arctic Snow Could Decimate Ringed Seals,https://www.forbes.com/sites/fionamcmillan/2019/01/30/the-decline-of-arctic-snow-could-decimate-ringed-seals/,
False,2019-02-01 06:24:31.830995,,https://www.newsweek.com/antibiotic-resistant-superbug-genes-arctic-india-last-resort-1311741,en,56510,Newsweek,http://newsweek.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1478977167,2019-02-01 06:00:02,1180851898,[],Antibiotic Resistant Superbug Genes Discovered in Remote High Arctic,https://www.newsweek.com/antibiotic-resistant-superbug-genes-arctic-india-last-resort-1311741?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,
False,2019-02-01 06:23:16.534836,,https://www.newsweek.com/antibiotic-resistant-superbug-genes-arctic-india-last-resort-1311741,en,1098,Newsweek ,http://www.newsweek.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1478985026,2019-02-01 06:00:02,1180847682,[],Antibiotic Resistant Superbug Genes Discovered in Remote High Arctic,https://www.newsweek.com/antibiotic-resistant-superbug-genes-arctic-india-last-resort-1311741?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,
False,2019-02-04 20:27:54.559403,,https://www.reuters.com/article/us-climatechange-arctic/norways-arctic-islands-at-risk-of-devastating-warming-report-idUSKCN1PT1X7?feedType=RSS&feedName=environmentNews,en,1089,Reuters ,http://www.reuters.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1481427913,2019-02-04 17:43:05,1183194213,[],Norway's Arctic islands at risk of 'devastating' warming: report,http://feeds.reuters.com/~r/reuters/environment/~3/x68WqBtZ1QM/norways-arctic-islands-at-risk-of-devastating-warming-report-idUSKCN1PT1X7,
False,2019-02-05 13:18:32.891443,,1832360052,en,4469,Gizmodo,http://gizmodo.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1482139208,2019-02-05 12:40:00,1183895708,[],Climate Change Could Thaw the Home of Humanity’s Doomsday Vault,https://earther.gizmodo.com/climate-change-could-thaw-the-home-of-humanity-s-doomsd-1832360052,
False,2019-02-14 17:54:08.203184,,https://www.gazettenet.com/Down-to-Earth-A-land-once-under-water-23313057,en,26140,gazettenet.com,http://www.gazettenet.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1489677806,2019-02-14 11:11:25,1195077081,[],A land once under water,https://www.gazettenet.com/Down-to-Earth-A-land-once-under-water-23313057,
True,2019-02-15 02:14:53.911061,,https://www.usnews.com/news/best-states/kansas/articles/2019-02-15/kansas-researcher-helps-find-antibiotic-resistant-bug,en,1100,US News & World Report ,http://www.usnews.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1490543881,2019-02-15 01:05:28,1195495072,[],Kansas Researcher Helps Find Antibiotic-Resistant Bug,https://www.usnews.com/news/best-states/kansas/articles/2019-02-15/kansas-researcher-helps-find-antibiotic-resistant-bug,
False,2019-02-24 21:51:29.631713,,https://arstechnica.com/?p=1463603,en,18351,arstechnica.com,http://arstechnica.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1495888312,2019-02-24 14:40:20,1206415229,[],We’ve got our first glimpse of BBC’s His Dark Materials and it looks glorious,https://arstechnica.com/?p=1463603,
False,2019-03-01 07:23:47.331342,,https://www.usatoday.com/story/travel/destinations/10greatplaces/2019/03/01/extreme-sleeping-10-places-where-going-bed-can-adventure/2982699002/,en,4,USA Today,http://www.usatoday.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1501139914,2019-03-01 06:54:49,1211256789,[],"Extreme sleeping: From treetops to glaciers, bedding down can be an adventure",http://rssfeeds.usatoday.com/~/599077704/0/usatoday-newstopstories~Extreme-sleeping-From-treetops-to-glaciers-bedding-down-can-be-an-adventure/,
False,2019-03-04 11:23:51.171586,,https://www.nytimes.com/2019/03/04/travel/women-only-travel-trips.html,en,1,New York Times,http://nytimes.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1504213939,2019-03-04 16:01:31,1213921053,[],"Trips Led by and for Women, to Celebrate Women’s History Month",https://www.nytimes.com/2019/03/04/travel/women-only-travel-trips.html,
False,2019-03-08 12:19:14.407218,,https://pictures.reuters.com/CS.aspx?VP3=SearchResult&VBID=2C0FCIHA2299D&SMLS=1&RW=1244&RH=744&POPUPPN=17&POPUPIID=2C04080U7JNXK,en,4442,Reuters,http://www.reuters.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1509123269,2019-03-08 12:19:14.406621,1218304469,[],Reuters Pictures - ANTARCTICA/GLACIER,https://pictures.reuters.com/CS.aspx?VP3=SearchResult&VBID=2C0FCIHA2299D&SMLS=1&RW=1244&RH=744&POPUPPN=17&POPUPIID=2C04080U7JNXK,
False,2019-03-10 16:32:51.742035,,5c852b1264aaf92a9c7a169b,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1511167488,2019-03-10 15:39:00,1220004226,[],The Housing Crisis In The World's Northernmost Town,https://www.forbes.com/sites/davidnikel/2019/03/10/the-housing-crisis-in-the-worlds-northernmost-town/,
False,2019-03-13 03:04:27.986942,,http://truthout.org/?post_type=to4_article_post&p=255887,en,22332,Truthout,http://www.truth-out.org,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1513477678,2019-03-12 14:45:46,1222140635,[],We’re Living in the Warmest Decade Since Record-Keeping Began,https://truthout.org/articles/were-living-in-the-warmest-decade-since-record-keeping-began/,
False,2019-03-21 03:14:35.193134,,5c7ff71464aaf934e66c34e6,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1533735972,2019-03-21 03:00:00,1229642647,[],Yesterday There Was A Supermoon On Spring Equinox But When Is The Next Rare 'Equinox Eclipse'?,https://www.forbes.com/sites/jamiecartereurope/2019/03/21/today-theres-a-supermoon-on-spring-equinox-but-when-is-the-next-rare-equinox-eclipse/,
False,2019-04-04 19:24:47.548318,,https://www.cnn.com/style/article/the-spaces-pyramiden-mining-town/index.html,en,20088,CNN U.S. Edition,http://us.cnn.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1573688428,2019-03-26 02:10:41,1239404495,[],Inside an abandoned mining town,http://rss.cnn.com/~r/rss/cnn_world/~3/7ybpDRyJcL4/index.html,
False,2019-04-05 18:01:27.264205,,https://www.indiewire.com/?p=1202056165,en,26992,Indiewire,https://www.indiewire.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1573738762,2019-04-05 17:38:46,1240191839,[],&#8216;Our Planet&#8217; Review: Netflix&#8217;s Stunning Nature Doc Is Here to Tell You We&#8217;re Screwed,https://www.indiewire.com/2019/04/our-planet-netflix-review-planet-earth-1202056165/,
False,2019-04-06 17:10:05.818687,,https://www.washingtonpost.com/climate-environment/2019/03/27/doomsday-vaults-home-is-already-altered-by-climate-change-report-says-it-could-get-worse/,en,2,Washington Post,http://washingtonpost.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1576071521,2019-03-27 17:43:20,1240819468,[],The Doomsday Vault’s home is already altered by climate change. A report says it could get worse.,https://www.washingtonpost.com/climate-environment/2019/03/27/doomsday-vaults-home-is-already-altered-by-climate-change-report-says-it-could-get-worse/,
False,2019-04-08 07:15:18.518895,,https://www.miamiherald.com/site-services/newsletters/midday-business-news/article226459725.html,en,28,Miami Herald,http://www.miamiherald.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1580890305,2019-04-08 07:00:00,1241812060,[],Forget camping at sea. New expedition cruise ships deliver luxury in the wild.,https://www.miamiherald.com/site-services/newsletters/midday-business-news/article226459725.html#storylink=rss,
False,2019-04-08 07:46:38.683625,,5cab1fa9da7dcd00813239a7,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1580950263,2019-04-08 07:19:00,1241837484,[],"'Strange Blue Lights' Seen Over Arctic Circle Were Not Aliens, Says NASA",https://www.forbes.com/sites/jamiecartereurope/2019/04/08/strange-blue-lights-seen-over-arctic-circle-were-not-aliens-says-nasa/,
False,2019-04-09 10:11:50.067598,,guid_105840666,en,1755,CNBC,http://www.cnbc.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1583660416,2019-04-09 09:52:00,1242766062,[],Workers want those hard-to-find socially responsible investments in their 401(k) plans: Survey,https://www.cnbc.com/2019/04/09/workers-want-elusive-socially-responsible-investments-in-401k-survey.html,
False,2019-04-13 09:20:14.898954,,5cb1d6d3eca4d300873ea561,en,1104,Forbes,http://www.forbes.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1610748402,2019-04-13 08:54:00,1248314920,[],Achieving The Impossible: Growing Food In The High Arctic,https://www.forbes.com/sites/davidnikel/2019/04/13/achieving-the-impossible-growing-food-in-the-high-arctic/,
False,2019-04-12 20:43:35.317540,,https://www.theguardian.com/artanddesign/2019/apr/05/arctic-double-polar-expedition-photo-essay,en,623382,Guardian,http://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1620808724,2019-04-05 02:00:27,1247375225,[],Arctic: a Double Polar Expedition - photo essay,https://www.theguardian.com/artanddesign/2019/apr/05/arctic-double-polar-expedition-photo-essay,
False,2019-03-28 07:05:32.607448,,http://time.com/?p=5560233,en,40362,time,http://www.time.com/time/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1632778445,2019-03-28 06:16:32,1234598233,[],"David Attenborough Isn’t Sure We Can Save the Natural World. But at 92, He’s Not Giving Up Trying",http://feedproxy.google.com/~r/time/topstories/~3/HJeEsMFjWMw/,
False,2019-04-30 09:05:36.387429,,https://www.usatoday.com/story/travel/destinations/2019/04/30/northern-lights-aurora-borealis/3620251002/,en,25128,AZCentral,http://www.azcentral.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1652576514,2019-04-30 08:37:06,1270224696,[],Best places to see the northern (and southern) lights,http://rssfeeds.azcentral.com/~/601407816/0/phoenix/nation~Best-places-to-see-the-northern-and-southern-lights/,
False,2019-04-30 09:06:16.762283,,https://www.usatoday.com/story/travel/destinations/2019/04/30/northern-lights-aurora-borealis/3620251002/,en,4,USA Today,http://www.usatoday.com,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1652579499,2019-04-30 08:37:06,1270227383,[],Best places to see the northern (and southern) lights,http://rssfeeds.usatoday.com/~/601407816/0/usatoday-newstopstories~Best-places-to-see-the-northern-and-southern-lights/,
False,2019-05-04 08:40:21.277720,,https://www.foxnews.com/science/reindeer-eating-seaweed-climate-change,en,1092,Fox News,http://www.foxnews.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1658403173,2019-05-04 08:15:17,1273927001,[],"Reindeer are eating seaweed to survive climate change, scientists say",https://www.foxnews.com/science/reindeer-eating-seaweed-climate-change,
False,2019-05-06 12:10:30.222372,,http://nypost.com/?post_type=article&p=13789460,en,7,New York Post,http://www.nypost.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1660832073,2019-05-06 11:42:29,1275577954,[],Reindeer are eating seaweed to survive climate change,https://nypost.com/2019/05/06/reindeer-are-eating-seaweed-to-survive-climate-change/,
False,2019-05-06 19:42:56.164396,,https://www.theguardian.com/environment/2019/may/07/the-future-of-life-on-earth-lies-in-the-balance-a-picture-essay,en,623382,Guardian,http://www.theguardian.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1661235118,2019-05-06 19:01:22,1275900475,[],'The future of life on Earth lies in the balance' – a picture essay,https://www.theguardian.com/environment/2019/may/07/the-future-of-life-on-earth-lies-in-the-balance-a-picture-essay,
False,2019-05-07 06:16:51.569686,,https://www.thedailybeast.com/inside-the-wests-plans-for-arctic-war-against-russia?source=articles&via=rss,en,1707,Daily Beast,http://www.thedailybeast.com/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1661762189,2019-05-07 05:09:50,1276283913,[],Inside the West’s Plans for Arctic War Against Russia,http://feedproxy.google.com/~r/thedailybeast/articles/~3/iEiPbfPQ8bQ/inside-the-wests-plans-for-arctic-war-against-russia,
False,2019-05-13 18:23:58.058048,,"tag:theconversation.com,2011:article/113016",en,54346,Conversation,https://theconversation.com/us,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}",1668826458,2019-05-13 17:30:23,1281948643,[],Underwater Arctic forests are expanding with rapid warming,http://theconversation.com/underwater-arctic-forests-are-expanding-with-rapid-warming-113016,
